"absolute_panel","panel_id","page","panel_on_page","scene","scene_name","act_layer","board_geometry","gradient_band","panel_role","visual_meaning","allowed_language","visual_focus","prompt_seed","source_image","render_mode","jp2a_width","jp2a_chars","curation_notes"
"232","B1-P39-F4","39","4","11","Dark Home-Space","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Transform","shows the change beginning","fragment chains, no prose","symbolic family-home darkness outside crate","Act Three: Action / Rebirth; diagonal pressure to direction; symbolic family-home darkness outside crate; G45 grey-dark exterior uncertainty; Transform; shows the change beginning","","binary","110","01",""
"233","B1-P39-F5","39","5","11","Dark Home-Space","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Clarify","makes one element more readable","fragment chains, no prose","symbolic family-home darkness outside crate","Act Three: Action / Rebirth; diagonal pressure to direction; symbolic family-home darkness outside crate; G45 grey-dark exterior uncertainty; Clarify; makes one element more readable","","binary","110","01",""
"234","B1-P39-F6","39","6","11","Dark Home-Space","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Hand-off","points toward the next page","fragment chains, no prose","symbolic family-home darkness outside crate","Act Three: Action / Rebirth; diagonal pressure to direction; symbolic family-home darkness outside crate; G45 grey-dark exterior uncertainty; Hand-off; points toward the next page","","binary","110","01",""
"235","B1-P40-F1","40","1","11","Dark Home-Space","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Establish","sets the page condition","fragment chains, no prose","symbolic family-home darkness outside crate","Act Three: Action / Rebirth; diagonal pressure to direction; symbolic family-home darkness outside crate; G45 grey-dark exterior uncertainty; Establish; sets the page condition","","binary","110","01",""
"236","B1-P40-F2","40","2","11","Dark Home-Space","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Disturb","introduces the interruption","fragment chains, no prose","symbolic family-home darkness outside crate","Act Three: Action / Rebirth; diagonal pressure to direction; symbolic family-home darkness outside crate; G45 grey-dark exterior uncertainty; Disturb; introduces the interruption","","binary","110","01",""
"237","B1-P40-F3","40","3","11","Dark Home-Space","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Answer","shows how darkness/crate responds","fragment chains, no prose","symbolic family-home darkness outside crate","Act Three: Action / Rebirth; diagonal pressure to direction; symbolic family-home darkness outside crate; G45 grey-dark exterior uncertainty; Answer; shows how darkness/crate responds","","binary","110","01",""
"238","B1-P40-F4","40","4","11","Dark Home-Space","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Transform","shows the change beginning","fragment chains, no prose","symbolic family-home darkness outside crate","Act Three: Action / Rebirth; diagonal pressure to direction; symbolic family-home darkness outside crate; G45 grey-dark exterior uncertainty; Transform; shows the change beginning","","binary","110","01",""
"239","B1-P40-F5","40","5","11","Dark Home-Space","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Clarify","makes one element more readable","fragment chains, no prose","symbolic family-home darkness outside crate","Act Three: Action / Rebirth; diagonal pressure to direction; symbolic family-home darkness outside crate; G45 grey-dark exterior uncertainty; Clarify; makes one element more readable","","binary","110","01",""
"240","B1-P40-F6","40","6","11","Dark Home-Space","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Hand-off","points toward the next page","fragment chains, no prose","symbolic family-home darkness outside crate","Act Three: Action / Rebirth; diagonal pressure to direction; symbolic family-home darkness outside crate; G45 grey-dark exterior uncertainty; Hand-off; points toward the next page","","binary","110","01",""
"241","B1-P41-F1","41","1","11","Dark Home-Space","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Establish","sets the page condition","fragment chains, no prose","symbolic family-home darkness outside crate","Act Three: Action / Rebirth; diagonal pressure to direction; symbolic family-home darkness outside crate; G45 grey-dark exterior uncertainty; Establish; sets the page condition","","binary","110","01",""
"242","B1-P41-F2","41","2","11","Dark Home-Space","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Disturb","introduces the interruption","fragment chains, no prose","symbolic family-home darkness outside crate","Act Three: Action / Rebirth; diagonal pressure to direction; symbolic family-home darkness outside crate; G45 grey-dark exterior uncertainty; Disturb; introduces the interruption","","binary","110","01",""
"243","B1-P41-F3","41","3","11","Dark Home-Space","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Answer","shows how darkness/crate responds","fragment chains, no prose","symbolic family-home darkness outside crate","Act Three: Action / Rebirth; diagonal pressure to direction; symbolic family-home darkness outside crate; G45 grey-dark exterior uncertainty; Answer; shows how darkness/crate responds","","binary","110","01",""
"244","B1-P41-F4","41","4","11","Dark Home-Space","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Transform","shows the change beginning","fragment chains, no prose","symbolic family-home darkness outside crate","Act Three: Action / Rebirth; diagonal pressure to direction; symbolic family-home darkness outside crate; G45 grey-dark exterior uncertainty; Transform; shows the change beginning","","binary","110","01",""
"245","B1-P41-F5","41","5","11","Dark Home-Space","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Clarify","makes one element more readable","fragment chains, no prose","symbolic family-home darkness outside crate","Act Three: Action / Rebirth; diagonal pressure to direction; symbolic family-home darkness outside crate; G45 grey-dark exterior uncertainty; Clarify; makes one element more readable","","binary","110","01",""
"246","B1-P41-F6","41","6","11","Dark Home-Space","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Hand-off","points toward the next page","fragment chains, no prose","symbolic family-home darkness outside crate","Act Three: Action / Rebirth; diagonal pressure to direction; symbolic family-home darkness outside crate; G45 grey-dark exterior uncertainty; Hand-off; points toward the next page","","binary","110","01",""
"247","B1-P42-F1","42","1","11","Dark Home-Space","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Establish","sets the page condition","fragment chains, no prose","symbolic family-home darkness outside crate","Act Three: Action / Rebirth; diagonal pressure to direction; symbolic family-home darkness outside crate; G45 grey-dark exterior uncertainty; Establish; sets the page condition","","binary","110","01",""
"248","B1-P42-F2","42","2","11","Dark Home-Space","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Disturb","introduces the interruption","fragment chains, no prose","symbolic family-home darkness outside crate","Act Three: Action / Rebirth; diagonal pressure to direction; symbolic family-home darkness outside crate; G45 grey-dark exterior uncertainty; Disturb; introduces the interruption","","binary","110","01",""
"249","B1-P42-F3","42","3","11","Dark Home-Space","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Answer","shows how darkness/crate responds","fragment chains, no prose","symbolic family-home darkness outside crate","Act Three: Action / Rebirth; diagonal pressure to direction; symbolic family-home darkness outside crate; G45 grey-dark exterior uncertainty; Answer; shows how darkness/crate responds","","binary","110","01",""
"250","B1-P42-F4","42","4","11","Dark Home-Space","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Transform","shows the change beginning","fragment chains, no prose","symbolic family-home darkness outside crate","Act Three: Action / Rebirth; diagonal pressure to direction; symbolic family-home darkness outside crate; G45 grey-dark exterior uncertainty; Transform; shows the change beginning","","binary","110","01",""
"251","B1-P42-F5","42","5","11","Dark Home-Space","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Clarify","makes one element more readable","fragment chains, no prose","symbolic family-home darkness outside crate","Act Three: Action / Rebirth; diagonal pressure to direction; symbolic family-home darkness outside crate; G45 grey-dark exterior uncertainty; Clarify; makes one element more readable","","binary","110","01",""
"252","B1-P42-F6","42","6","11","Dark Home-Space","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Hand-off","points toward the next page","fragment chains, no prose","symbolic family-home darkness outside crate","Act Three: Action / Rebirth; diagonal pressure to direction; symbolic family-home darkness outside crate; G45 grey-dark exterior uncertainty; Hand-off; points toward the next page","","binary","110","01",""
"253","B1-P43-F1","43","1","12","Follow the Line","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Establish","sets the page condition","fragment chains, no prose","following the sliver through grey-dark space","Act Three: Action / Rebirth; diagonal pressure to direction; following the sliver through grey-dark space; G45 grey-dark exterior uncertainty; Establish; sets the page condition","","binary","110","01",""
"254","B1-P43-F2","43","2","12","Follow the Line","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Disturb","introduces the interruption","fragment chains, no prose","following the sliver through grey-dark space","Act Three: Action / Rebirth; diagonal pressure to direction; following the sliver through grey-dark space; G45 grey-dark exterior uncertainty; Disturb; introduces the interruption","","binary","110","01",""
"255","B1-P43-F3","43","3","12","Follow the Line","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Answer","shows how darkness/crate responds","fragment chains, no prose","following the sliver through grey-dark space","Act Three: Action / Rebirth; diagonal pressure to direction; following the sliver through grey-dark space; G45 grey-dark exterior uncertainty; Answer; shows how darkness/crate responds","","binary","110","01",""
"256","B1-P43-F4","43","4","12","Follow the Line","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Transform","shows the change beginning","fragment chains, no prose","following the sliver through grey-dark space","Act Three: Action / Rebirth; diagonal pressure to direction; following the sliver through grey-dark space; G45 grey-dark exterior uncertainty; Transform; shows the change beginning","","binary","110","01",""
"257","B1-P43-F5","43","5","12","Follow the Line","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Clarify","makes one element more readable","fragment chains, no prose","following the sliver through grey-dark space","Act Three: Action / Rebirth; diagonal pressure to direction; following the sliver through grey-dark space; G45 grey-dark exterior uncertainty; Clarify; makes one element more readable","","binary","110","01",""
"258","B1-P43-F6","43","6","12","Follow the Line","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Hand-off","points toward the next page","fragment chains, no prose","following the sliver through grey-dark space","Act Three: Action / Rebirth; diagonal pressure to direction; following the sliver through grey-dark space; G45 grey-dark exterior uncertainty; Hand-off; points toward the next page","","binary","110","01",""
"259","B1-P44-F1","44","1","12","Follow the Line","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Establish","sets the page condition","fragment chains, no prose","following the sliver through grey-dark space","Act Three: Action / Rebirth; diagonal pressure to direction; following the sliver through grey-dark space; G45 grey-dark exterior uncertainty; Establish; sets the page condition","","binary","110","01",""
"260","B1-P44-F2","44","2","12","Follow the Line","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Disturb","introduces the interruption","fragment chains, no prose","following the sliver through grey-dark space","Act Three: Action / Rebirth; diagonal pressure to direction; following the sliver through grey-dark space; G45 grey-dark exterior uncertainty; Disturb; introduces the interruption","","binary","110","01",""
"261","B1-P44-F3","44","3","12","Follow the Line","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Answer","shows how darkness/crate responds","fragment chains, no prose","following the sliver through grey-dark space","Act Three: Action / Rebirth; diagonal pressure to direction; following the sliver through grey-dark space; G45 grey-dark exterior uncertainty; Answer; shows how darkness/crate responds","","binary","110","01",""
"262","B1-P44-F4","44","4","12","Follow the Line","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Transform","shows the change beginning","fragment chains, no prose","following the sliver through grey-dark space","Act Three: Action / Rebirth; diagonal pressure to direction; following the sliver through grey-dark space; G45 grey-dark exterior uncertainty; Transform; shows the change beginning","","binary","110","01",""
"263","B1-P44-F5","44","5","12","Follow the Line","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Clarify","makes one element more readable","fragment chains, no prose","following the sliver through grey-dark space","Act Three: Action / Rebirth; diagonal pressure to direction; following the sliver through grey-dark space; G45 grey-dark exterior uncertainty; Clarify; makes one element more readable","","binary","110","01",""
"264","B1-P44-F6","44","6","12","Follow the Line","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Hand-off","points toward the next page","fragment chains, no prose","following the sliver through grey-dark space","Act Three: Action / Rebirth; diagonal pressure to direction; following the sliver through grey-dark space; G45 grey-dark exterior uncertainty; Hand-off; points toward the next page","","binary","110","01",""
"265","B1-P45-F1","45","1","12","Follow the Line","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Establish","sets the page condition","fragment chains, no prose","following the sliver through grey-dark space","Act Three: Action / Rebirth; diagonal pressure to direction; following the sliver through grey-dark space; G45 grey-dark exterior uncertainty; Establish; sets the page condition","","binary","110","01",""
"266","B1-P45-F2","45","2","12","Follow the Line","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Disturb","introduces the interruption","fragment chains, no prose","following the sliver through grey-dark space","Act Three: Action / Rebirth; diagonal pressure to direction; following the sliver through grey-dark space; G45 grey-dark exterior uncertainty; Disturb; introduces the interruption","","binary","110","01",""
"267","B1-P45-F3","45","3","12","Follow the Line","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Answer","shows how darkness/crate responds","fragment chains, no prose","following the sliver through grey-dark space","Act Three: Action / Rebirth; diagonal pressure to direction; following the sliver through grey-dark space; G45 grey-dark exterior uncertainty; Answer; shows how darkness/crate responds","","binary","110","01",""
"268","B1-P45-F4","45","4","12","Follow the Line","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Transform","shows the change beginning","fragment chains, no prose","following the sliver through grey-dark space","Act Three: Action / Rebirth; diagonal pressure to direction; following the sliver through grey-dark space; G45 grey-dark exterior uncertainty; Transform; shows the change beginning","","binary","110","01",""
"269","B1-P45-F5","45","5","12","Follow the Line","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Clarify","makes one element more readable","fragment chains, no prose","following the sliver through grey-dark space","Act Three: Action / Rebirth; diagonal pressure to direction; following the sliver through grey-dark space; G45 grey-dark exterior uncertainty; Clarify; makes one element more readable","","binary","110","01",""
"270","B1-P45-F6","45","6","12","Follow the Line","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Hand-off","points toward the next page","fragment chains, no prose","following the sliver through grey-dark space","Act Three: Action / Rebirth; diagonal pressure to direction; following the sliver through grey-dark space; G45 grey-dark exterior uncertainty; Hand-off; points toward the next page","","binary","110","01",""
"271","B1-P46-F1","46","1","13","Humming Door","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Establish","sets the page condition","fragment chains, no prose","stone-adjacent humming door boundary","Act Three: Action / Rebirth; stepped threshold; stone-adjacent humming door boundary; G55 readable grey threshold; Establish; sets the page condition","","binary","140","01",""
"272","B1-P46-F2","46","2","13","Humming Door","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Disturb","introduces the interruption","fragment chains, no prose","stone-adjacent humming door boundary","Act Three: Action / Rebirth; stepped threshold; stone-adjacent humming door boundary; G55 readable grey threshold; Disturb; introduces the interruption","","binary","140","01",""
"273","B1-P46-F3","46","3","13","Humming Door","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Answer","shows how darkness/crate responds","fragment chains, no prose","stone-adjacent humming door boundary","Act Three: Action / Rebirth; stepped threshold; stone-adjacent humming door boundary; G55 readable grey threshold; Answer; shows how darkness/crate responds","","binary","140","01",""
"274","B1-P46-F4","46","4","13","Humming Door","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Transform","shows the change beginning","fragment chains, no prose","stone-adjacent humming door boundary","Act Three: Action / Rebirth; stepped threshold; stone-adjacent humming door boundary; G55 readable grey threshold; Transform; shows the change beginning","","binary","140","01",""
"275","B1-P46-F5","46","5","13","Humming Door","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Clarify","makes one element more readable","fragment chains, no prose","stone-adjacent humming door boundary","Act Three: Action / Rebirth; stepped threshold; stone-adjacent humming door boundary; G55 readable grey threshold; Clarify; makes one element more readable","","binary","140","01",""
"276","B1-P46-F6","46","6","13","Humming Door","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Hand-off","points toward the next page","fragment chains, no prose","stone-adjacent humming door boundary","Act Three: Action / Rebirth; stepped threshold; stone-adjacent humming door boundary; G55 readable grey threshold; Hand-off; points toward the next page","","binary","140","01",""
"277","B1-P47-F1","47","1","13","Humming Door","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Establish","sets the page condition","fragment chains, no prose","stone-adjacent humming door boundary","Act Three: Action / Rebirth; stepped threshold; stone-adjacent humming door boundary; G55 readable grey threshold; Establish; sets the page condition","","binary","140","01",""
"278","B1-P47-F2","47","2","13","Humming Door","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Disturb","introduces the interruption","fragment chains, no prose","stone-adjacent humming door boundary","Act Three: Action / Rebirth; stepped threshold; stone-adjacent humming door boundary; G55 readable grey threshold; Disturb; introduces the interruption","","binary","140","01",""
"279","B1-P47-F3","47","3","13","Humming Door","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Answer","shows how darkness/crate responds","fragment chains, no prose","stone-adjacent humming door boundary","Act Three: Action / Rebirth; stepped threshold; stone-adjacent humming door boundary; G55 readable grey threshold; Answer; shows how darkness/crate responds","","binary","140","01",""
"280","B1-P47-F4","47","4","13","Humming Door","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Transform","shows the change beginning","fragment chains, no prose","stone-adjacent humming door boundary","Act Three: Action / Rebirth; stepped threshold; stone-adjacent humming door boundary; G55 readable grey threshold; Transform; shows the change beginning","","binary","140","01",""
"281","B1-P47-F5","47","5","13","Humming Door","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Clarify","makes one element more readable","fragment chains, no prose","stone-adjacent humming door boundary","Act Three: Action / Rebirth; stepped threshold; stone-adjacent humming door boundary; G55 readable grey threshold; Clarify; makes one element more readable","","binary","140","01",""
"282","B1-P47-F6","47","6","13","Humming Door","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Hand-off","points toward the next page","fragment chains, no prose","stone-adjacent humming door boundary","Act Three: Action / Rebirth; stepped threshold; stone-adjacent humming door boundary; G55 readable grey threshold; Hand-off; points toward the next page","","binary","140","01",""
"283","B1-P48-F1","48","1","13","Humming Door","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Establish","sets the page condition","fragment chains, no prose","stone-adjacent humming door boundary","Act Three: Action / Rebirth; stepped threshold; stone-adjacent humming door boundary; G55 readable grey threshold; Establish; sets the page condition","","binary","140","01",""
"284","B1-P48-F2","48","2","13","Humming Door","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Disturb","introduces the interruption","fragment chains, no prose","stone-adjacent humming door boundary","Act Three: Action / Rebirth; stepped threshold; stone-adjacent humming door boundary; G55 readable grey threshold; Disturb; introduces the interruption","","binary","140","01",""
"285","B1-P48-F3","48","3","13","Humming Door","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Answer","shows how darkness/crate responds","fragment chains, no prose","stone-adjacent humming door boundary","Act Three: Action / Rebirth; stepped threshold; stone-adjacent humming door boundary; G55 readable grey threshold; Answer; shows how darkness/crate responds","","binary","140","01",""
"286","B1-P48-F4","48","4","13","Humming Door","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Transform","shows the change beginning","fragment chains, no prose","stone-adjacent humming door boundary","Act Three: Action / Rebirth; stepped threshold; stone-adjacent humming door boundary; G55 readable grey threshold; Transform; shows the change beginning","","binary","140","01",""
"287","B1-P48-F5","48","5","13","Humming Door","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Clarify","makes one element more readable","fragment chains, no prose","stone-adjacent humming door boundary","Act Three: Action / Rebirth; stepped threshold; stone-adjacent humming door boundary; G55 readable grey threshold; Clarify; makes one element more readable","","binary","140","01",""
"288","B1-P48-F6","48","6","13","Humming Door","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Hand-off","points toward the next page","fragment chains, no prose","stone-adjacent humming door boundary","Act Three: Action / Rebirth; stepped threshold; stone-adjacent humming door boundary; G55 readable grey threshold; Hand-off; points toward the next page","","binary","140","01",""
"289","B1-P49-F1","49","1","14","At the Threshold","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Establish","sets the page condition","fragment chains, no prose","escaped crate, door dominates, not yet beyond","Act Three: Action / Rebirth; stepped threshold; escaped crate, door dominates, not yet beyond; G55 readable grey threshold; Establish; sets the page condition","","binary","140","01",""
"290","B1-P49-F2","49","2","14","At the Threshold","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Disturb","introduces the interruption","fragment chains, no prose","escaped crate, door dominates, not yet beyond","Act Three: Action / Rebirth; stepped threshold; escaped crate, door dominates, not yet beyond; G55 readable grey threshold; Disturb; introduces the interruption","","binary","140","01",""
"291","B1-P49-F3","49","3","14","At the Threshold","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Answer","shows how darkness/crate responds","fragment chains, no prose","escaped crate, door dominates, not yet beyond","Act Three: Action / Rebirth; stepped threshold; escaped crate, door dominates, not yet beyond; G55 readable grey threshold; Answer; shows how darkness/crate responds","","binary","140","01",""
"292","B1-P49-F4","49","4","14","At the Threshold","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Transform","shows the change beginning","fragment chains, no prose","escaped crate, door dominates, not yet beyond","Act Three: Action / Rebirth; stepped threshold; escaped crate, door dominates, not yet beyond; G55 readable grey threshold; Transform; shows the change beginning","","binary","140","01",""
"293","B1-P49-F5","49","5","14","At the Threshold","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Clarify","makes one element more readable","fragment chains, no prose","escaped crate, door dominates, not yet beyond","Act Three: Action / Rebirth; stepped threshold; escaped crate, door dominates, not yet beyond; G55 readable grey threshold; Clarify; makes one element more readable","","binary","140","01",""
"294","B1-P49-F6","49","6","14","At the Threshold","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Hand-off","points toward the next page","fragment chains, no prose","escaped crate, door dominates, not yet beyond","Act Three: Action / Rebirth; stepped threshold; escaped crate, door dominates, not yet beyond; G55 readable grey threshold; Hand-off; points toward the next page","","binary","140","01",""
"295","B1-P50-F1","50","1","14","At the Threshold","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Establish","sets the page condition","fragment chains, no prose","escaped crate, door dominates, not yet beyond","Act Three: Action / Rebirth; stepped threshold; escaped crate, door dominates, not yet beyond; G55 readable grey threshold; Establish; sets the page condition","","binary","140","01",""
"296","B1-P50-F2","50","2","14","At the Threshold","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Disturb","introduces the interruption","fragment chains, no prose","escaped crate, door dominates, not yet beyond","Act Three: Action / Rebirth; stepped threshold; escaped crate, door dominates, not yet beyond; G55 readable grey threshold; Disturb; introduces the interruption","","binary","140","01",""
"297","B1-P50-F3","50","3","14","At the Threshold","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Answer","shows how darkness/crate responds","fragment chains, no prose","escaped crate, door dominates, not yet beyond","Act Three: Action / Rebirth; stepped threshold; escaped crate, door dominates, not yet beyond; G55 readable grey threshold; Answer; shows how darkness/crate responds","","binary","140","01",""
"298","B1-P50-F4","50","4","14","At the Threshold","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Transform","shows the change beginning","fragment chains, no prose","escaped crate, door dominates, not yet beyond","Act Three: Action / Rebirth; stepped threshold; escaped crate, door dominates, not yet beyond; G55 readable grey threshold; Transform; shows the change beginning","","binary","140","01",""
"299","B1-P50-F5","50","5","14","At the Threshold","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Clarify","makes one element more readable","fragment chains, no prose","escaped crate, door dominates, not yet beyond","Act Three: Action / Rebirth; stepped threshold; escaped crate, door dominates, not yet beyond; G55 readable grey threshold; Clarify; makes one element more readable","","binary","140","01",""
"300","B1-P50-F6","50","6","14","At the Threshold","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Hand-off","points toward the next page","fragment chains, no prose","escaped crate, door dominates, not yet beyond","Act Three: Action / Rebirth; stepped threshold; escaped crate, door dominates, not yet beyond; G55 readable grey threshold; Hand-off; points toward the next page","","binary","140","01",""
"301","B1-P51-F1","51","1","14","At the Threshold","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Establish","sets the page condition","fragment chains, no prose","escaped crate, door dominates, not yet beyond","Act Three: Action / Rebirth; stepped threshold; escaped crate, door dominates, not yet beyond; G55 readable grey threshold; Establish; sets the page condition","","binary","140","01",""
"302","B1-P51-F2","51","2","14","At the Threshold","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Disturb","introduces the interruption","fragment chains, no prose","escaped crate, door dominates, not yet beyond","Act Three: Action / Rebirth; stepped threshold; escaped crate, door dominates, not yet beyond; G55 readable grey threshold; Disturb; introduces the interruption","","binary","140","01",""
"303","B1-P51-F3","51","3","14","At the Threshold","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Answer","shows how darkness/crate responds","fragment chains, no prose","escaped crate, door dominates, not yet beyond","Act Three: Action / Rebirth; stepped threshold; escaped crate, door dominates, not yet beyond; G55 readable grey threshold; Answer; shows how darkness/crate responds","","binary","140","01",""
"304","B1-P51-F4","51","4","14","At the Threshold","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Transform","shows the change beginning","fragment chains, no prose","escaped crate, door dominates, not yet beyond","Act Three: Action / Rebirth; stepped threshold; escaped crate, door dominates, not yet beyond; G55 readable grey threshold; Transform; shows the change beginning","","binary","140","01",""
"305","B1-P51-F5","51","5","14","At the Threshold","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Clarify","makes one element more readable","fragment chains, no prose","escaped crate, door dominates, not yet beyond","Act Three: Action / Rebirth; stepped threshold; escaped crate, door dominates, not yet beyond; G55 readable grey threshold; Clarify; makes one element more readable","","binary","140","01",""
"306","B1-P51-F6","51","6","14","At the Threshold","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Hand-off","points toward the next page","fragment chains, no prose","escaped crate, door dominates, not yet beyond","Act Three: Action / Rebirth; stepped threshold; escaped crate, door dominates, not yet beyond; G55 readable grey threshold; Hand-off; points toward the next page","","binary","140","01",""
"307","B1-P52-F1","52","1","15","First Paragraph / Seventh Panel","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Recovered darkness","recalls the crate-dark before leaving it","first full paragraph","first silhouette, first paragraph, formal breach","Act Three: Action / Rebirth; stepped threshold; first silhouette, first paragraph, formal breach; G55 readable grey threshold; Recovered darkness; recalls the crate-dark before leaving it","","binary","140","01",""
"308","B1-P52-F2","52","2","15","First Paragraph / Seventh Panel","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Crate aftermath","shows the broken first container without full explanation","first full paragraph","first silhouette, first paragraph, formal breach","Act Three: Action / Rebirth; stepped threshold; first silhouette, first paragraph, formal breach; G55 readable grey threshold; Crate aftermath; shows the broken first container without full explanation","","binary","140","01",""
"309","B1-P52-F3","52","3","15","First Paragraph / Seventh Panel","Act Three: Action / Rebirth","stepped threshold","G55 readable grey threshold","Direction","aims the reader toward the door","first full paragraph","first silhouette, first paragraph, formal breach","Act Three: Action / Rebirth; stepped threshold; first silhouette, first paragraph, formal breach; G55 readable grey threshold; Direction; aims the reader toward the door","","binary","140","01",""
